source_rank,tld,source_status,server_adapter,whois_host,server_url,current_parser_class,parser_family,initial_coverage_state,resource_group,implementation_package
519,consulting,delegated,Standard,whois.nic.consulting,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.consulting,package-5
520,builders,delegated,Standard,whois.nic.builders,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.builders,package-2
521,sport,delegated,Standard,whois.nic.sport,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.sport,package-2
522,fish,delegated,Standard,whois.nic.fish,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.fish,package-2
523,photography,delegated,Standard,whois.nic.photography,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.photography,package-3
524,wales,delegated,Standard,whois.nic.wales,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.wales,package-5
525,lc,delegated,Afilias,whois.afilias-grs.info,"",Whois::Parsers::WhoisAfiliasGrsInfo,BaseAfilias,parser_present_unverified,family:BaseAfilias,package-5
526,bradesco,delegated,Standard,whois.nic.bradesco,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.bradesco,package-2
527,pf,delegated,Standard,whois.registry.pf,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.registry.pf,package-2
528,shopping,delegated,Standard,whois.nic.shopping,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.shopping,package-4
529,dad,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
530,cymru,delegated,Standard,whois.nic.cymru,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.cymru,package-5
531,coach,delegated,Standard,whois.nic.coach,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.coach,package-2
532,promo,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
533,estate,delegated,Standard,whois.nic.estate,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.estate,package-3
534,mc,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:534,package-4
535,training,delegated,Standard,whois.nic.training,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.training,package-2
536,tours,delegated,Standard,whois.nic.tours,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.tours,package-1
537,godaddy,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
538,radio,delegated,Standard,whois.nic.radio,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.radio,package-1
539,film,delegated,Standard,whois.nic.film,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.film,package-4
540,gle,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
541,yachts,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
542,mov,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
543,college,delegated,Standard,whois.nic.college,"",Whois::Parsers::WhoisNicCollege,WhoisCentralnicCom,parser_present_unverified,family:WhoisCentralnicCom,package-4
544,boats,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
545,comhttps,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:545,package-5
546,lgbt,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
547,sex,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
548,courses,delegated,Standard,whois.aridnrs.net.au,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.aridnrs.net.au,package-5
549,sd,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:549,package-1
550,auction,delegated,Standard,whois.nic.auction,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.auction,package-2
551,loan,delegated,Standard,whois.nic.loan,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.loan,package-4
552,yoga,delegated,Standard,whois.nic.yoga,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.yoga,package-2
553,yt,delegated,Standard,whois.nic.yt,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.yt,package-5
554,fashion,delegated,Standard,whois.nic.fashion,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.fashion,package-1
555,amsterdam,delegated,Standard,whois.nic.amsterdam,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.amsterdam,package-5
556,loc,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:556,package-2
557,ns,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:557,package-3
558,paris,delegated,Standard,whois-paris.nic.fr,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois-paris.nic.fr,package-5
559,jetzt,delegated,None,whois.nic.jetzt,"",Whois::Parsers::Blank,Blank,adapter_none_excluded,host:whois.nic.jetzt,package-2
560,globo,delegated,Standard,whois.gtlds.nic.br,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.gtlds.nic.br,package-4
561,ventures,delegated,Standard,whois.nic.ventures,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.ventures,package-1
562,university,delegated,Standard,whois.nic.university,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.university,package-3
563,braze,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:563,package-4
564,kitchen,delegated,Standard,whois.nic.kitchen,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.kitchen,package-5
565,mi,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:565,package-5
566,camp,delegated,Standard,whois.nic.camp,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.camp,package-5
567,new,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
568,tax,delegated,Standard,whois.nic.tax,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.tax,package-5
569,kiwi,delegated,Standard,whois.nic.kiwi,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.kiwi,package-1
570,immo,delegated,Standard,whois.nic.immo,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.immo,package-3
571,taxi,delegated,Standard,whois.nic.taxi,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.taxi,package-1
572,dental,delegated,Standard,whois.nic.dental,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.dental,package-5
573,black,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
574,reviews,delegated,Standard,whois.nic.reviews,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.reviews,package-1
575,bm,delegated,Web,"",http://www.bermudanic.bm/cgi-bin/lansaweb?procfun+BMWHO+BMWHO2+WHO,Whois::Parsers::Blank,Blank,web_adapter_excluded,row:575,package-1
576,toys,delegated,Standard,whois.nic.toys,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.toys,package-4
577,makeup,delegated,Standard,whois.nic.makeup,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.makeup,package-2
578,markets,delegated,Standard,whois.nic.markets,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.markets,package-1
579,auto,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
580,movie,delegated,Standard,whois.nic.movie,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.movie,package-1
581,bzh,delegated,Standard,whois.nic.bzh,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.bzh,package-4
582,svc,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:582,package-2
583,dance,delegated,Standard,whois.nic.dance,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.dance,package-2
584,tld,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:584,package-3
585,ngo,delegated,Standard,whois.publicinterestregistry.net,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.publicinterestregistry.net,package-4
586,ky,delegated,Standard,whois.kyregistry.ky,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.kyregistry.ky,package-4
587,sz,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:587,package-4
588,ceo,delegated,Standard,whois.nic.ceo,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.ceo,package-3
589,engineer,delegated,Standard,whois.nic.engineer,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.engineer,package-4
590,comnull,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:590,package-5
591,ren,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:591,package-1
592,moscow,delegated,Standard,whois.nic.moscow,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.moscow,package-5
593,srl,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
594,limited,delegated,Standard,whois.nic.limited,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.limited,package-2
595,football,delegated,Standard,whois.nic.football,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.football,package-3
596,brussels,delegated,Standard,whois.nic.brussels,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.brussels,package-4
597,how,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
598,review,delegated,Standard,whois.nic.review,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.review,package-5
599,properties,delegated,Standard,whois.nic.properties,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.properties,package-2
600,horse,delegated,Standard,whois.nic.horse,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.horse,package-4
601,omada,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:601,package-2
602,food,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:602,package-3
603,php,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:603,package-4
604,wien,delegated,Standard,whois.nic.wien,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.wien,package-4
605,audi,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
606,gift,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
607,living,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:607,package-5
608,museum,delegated,Standard,whois.nic.museum,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.museum,package-3
609,rodeo,delegated,Standard,whois.nic.rodeo,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.rodeo,package-3
610,html,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:610,package-1
611,koeln,delegated,Standard,whois.ryce-rsp.com,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.ryce-rsp.com,package-5
612,wedding,delegated,Standard,whois.nic.wedding,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.wedding,package-3
613,fail,delegated,Standard,whois.nic.fail,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.fail,package-5
614,bingo,delegated,Standard,whois.nic.bingo,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.bingo,package-3
615,financial,delegated,Standard,whois.nic.financial,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.financial,package-1
616,motorcycles,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
617,quebec,delegated,Standard,whois.nic.quebec,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.quebec,package-3
618,schwarz,delegated,Standard,whois.nic.schwarz,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.schwarz,package-3
619,sexy,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
620,xn--p1acf,delegated,Standard,whois.nic.xn--p1acf,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.xn--p1acf,package-4
621,you,delegated,Standard,whois.nic.you,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.you,package-4
622,restaurant,delegated,Standard,whois.nic.restaurant,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.restaurant,package-4
623,contact,delegated,Standard,whois.nic.contact,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.contact,package-1
624,basketball,delegated,Standard,whois.nic.basketball,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.basketball,package-3
625,http,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:625,package-2
626,gifts,delegated,Standard,whois.nic.gifts,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.gifts,package-5
627,mba,delegated,Standard,whois.nic.mba,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.mba,package-2
628,christmas,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
629,enterprises,delegated,Standard,whois.nic.enterprises,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.enterprises,package-1
630,vegas,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
631,vote,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
632,col,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:632,package-3
633,clothing,delegated,Standard,whois.nic.clothing,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.clothing,package-1
634,tattoo,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
635,haus,delegated,Standard,whois.nic.haus,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.haus,package-4
636,healthcare,delegated,Standard,whois.nic.healthcare,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.healthcare,package-5
637,as132673,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:637,package-4
638,rentals,delegated,Standard,whois.nic.rentals,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.rentals,package-4
639,investments,delegated,Standard,whois.nic.investments,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.investments,package-5
640,intra,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:640,package-5
641,realtor,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:641,package-1
642,realestate,delegated,Standard,whois.nic.realestate,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.realestate,package-2
643,shoes,delegated,Standard,whois.nic.shoes,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.shoes,package-3
644,ski,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
645,foo,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
646,ye,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:646,package-2
647,workgroup,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:647,package-3
648,forsale,delegated,Standard,whois.nic.forsale,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.forsale,package-5
649,dlink,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:649,package-4
650,gratis,delegated,Standard,whois.nic.gratis,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.gratis,package-4
651,sky,delegated,Standard,whois.nic.sky,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.sky,package-3
652,cw,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:652,package-5
653,holdings,delegated,Standard,whois.nic.holdings,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.holdings,package-2
654,trading,delegated,Standard,whois.nic.trading,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.trading,package-1
655,lgwebostv,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:655,package-1
656,coupons,delegated,Standard,whois.nic.coupons,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.coupons,package-5
657,adult,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
658,music,delegated,Unmapped,"","",Whois::Parsers::Blank,Blank,no_server_mapping,row:658,package-2
659,racing,delegated,Standard,whois.nic.racing,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.racing,package-5
660,meme,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
661,va,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:661,package-3
662,barcelona,delegated,Standard,whois.nic.barcelona,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.barcelona,package-4
663,poker,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
664,miami,delegated,Standard,whois.nic.miami,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.miami,package-2
665,www,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:665,package-4
666,recipes,delegated,Standard,whois.nic.recipes,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.recipes,package-4
667,repair,delegated,Standard,whois.nic.repair,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.repair,package-5
668,taipei,delegated,Standard,whois.nic.taipei,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.taipei,package-2
669,kids,delegated,Unmapped,"","",Whois::Parsers::Blank,Blank,no_server_mapping,row:669,package-5
670,irish,delegated,Standard,whois.nic.irish,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.irish,package-1
671,faith,delegated,Standard,whois.nic.faith,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.faith,package-1
672,vlaanderen,delegated,Standard,whois.nic.vlaanderen,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.vlaanderen,package-2
673,glass,delegated,Standard,whois.nic.glass,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.glass,package-3
674,schule,delegated,Standard,whois.nic.schule,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.schule,package-2
675,bb,delegated,Web,"",http://whois.telecoms.gov.bb/search_domain.php,Whois::Parsers::Blank,Blank,web_adapter_excluded,row:675,package-1
676,productions,delegated,Standard,whois.nic.productions,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.productions,package-1
677,loans,delegated,Standard,whois.nic.loans,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.loans,package-5
678,insure,delegated,Standard,whois.nic.insure,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.insure,package-3
679,salon,delegated,Standard,whois.nic.salon,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.salon,package-2
680,hamburg,delegated,Standard,whois.nic.hamburg,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.hamburg,package-3
681,gateway,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:681,package-2
682,wlan0,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:682,package-3
683,doctor,delegated,Standard,whois.nic.doctor,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.doctor,package-2
684,gives,delegated,Standard,whois.nic.gives,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.gives,package-1
685,lighting,delegated,Standard,whois.nic.lighting,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.lighting,package-1
686,mr,delegated,None,whois.nic.mr,"",Whois::Parsers::Blank,Blank,adapter_none_excluded,host:whois.nic.mr,package-2
687,property,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
688,istanbul,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
689,gdn,delegated,Standard,whois.nic.gdn,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.gdn,package-3
690,diy,delegated,Standard,whois.nic.diy,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.diy,package-1
691,xn--fiqs8s,delegated,Standard,cwhois.cnnic.cn,"",Whois::Parsers::Blank,Blank,parser_missing,host:cwhois.cnnic.cn,package-5
692,credit,delegated,Standard,whois.nic.credit,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.credit,package-1
693,moda,delegated,Standard,whois.nic.moda,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.moda,package-4
694,mail,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:694,package-4
695,observer,delegated,Standard,whois.nic.observer,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.observer,package-5
696,domain,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:696,package-5
697,graphics,delegated,Standard,whois.nic.graphics,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.graphics,package-3
698,frl,delegated,Standard,whois.nic.frl,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.frl,package-5
699,limo,delegated,Standard,whois.nic.limo,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.limo,package-3
700,olk,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:700,package-1
701,futbol,delegated,Standard,whois.nic.futbol,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.futbol,package-3
702,construction,delegated,Standard,whois.nic.construction,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.construction,package-4
703,lawyer,delegated,Standard,whois.nic.lawyer,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.lawyer,package-2
704,js,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:704,package-2
705,madrid,delegated,Standard,whois.madrid.rs.corenic.net,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.madrid.rs.corenic.net,package-5
706,equipment,delegated,Standard,whois.nic.equipment,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.equipment,package-2
707,bible,delegated,Standard,whois.nic.bible,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.bible,package-4
708,abbott,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
709,luxury,delegated,Standard,whois.nic.luxury,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.luxury,package-5
710,none,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:710,package-3
711,bbrouter,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:711,package-4
712,lifestyle,delegated,Standard,whois.nic.lifestyle,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.lifestyle,package-5
713,archi,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
714,flights,delegated,Standard,whois.nic.flights,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.flights,package-1
715,hm,delegated,Standard,whois.registry.hm,"",Whois::Parsers::WhoisRegistryHm,Base,parser_present_unverified,family:Base,package-4
716,med,delegated,Standard,whois.nic.med,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.med,package-3
717,cheap,delegated,Standard,whois.nic.cheap,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.cheap,package-5
718,locker,delegated,Standard,whois.nic.locker,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.locker,package-1
719,url,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:719,package-5
720,comundefined,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:720,package-1
721,luxe,delegated,Standard,whois.nic.luxe,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.luxe,package-4
722,krd,delegated,Standard,whois.aridnrs.net.au,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.aridnrs.net.au,package-5
723,eth0,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:723,package-2
724,discount,delegated,Standard,whois.nic.discount,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.discount,package-5
725,bnpparibas,delegated,Standard,whois.afilias-srs.net,"",Whois::Parsers::WhoisAfiliasSrsNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
726,srv,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:726,package-3
727,cars,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
728,jewelry,delegated,Standard,whois.nic.jewelry,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.jewelry,package-3
729,aw,delegated,Standard,whois.nic.aw,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.aw,package-3
730,v1,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:730,package-4
731,next,delegated,Standard,whois.nic.next,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.next,package-1
732,tirol,delegated,Standard,whois.nic.tirol,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.tirol,package-4
733,boston,delegated,Standard,whois.nic.boston,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.boston,package-3
734,navy,delegated,Standard,whois.nic.navy,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.navy,package-5
